Club ID,Date,Start,Finish,Team,Facility,Type,Opponent,Note,N/A,For,Against,DB ID,Ofcl,Write Up
,05/16/2015,9:00 AM,10:15 AM,>Boys U11 B1>Concord Crush Orange,Memorial Field,Game,>Boys U11 A>Cocheco,,,,,5182659,,
,05/16/2015,9:15 AM,10:30 AM,>Girls U11 A>Amherst U11A - Gold,Souhegan HS,Game,>Girls U11 A>Hollis Brookline,,,,,5183203,,
,05/16/2015,9:30 AM,10:45 AM,>Boys U13 B1>Hampstead,Depot Road Field,Game,>Boys U13 B1>Lakes Region Lacrosse Club,,,,,5327360,,
,05/16/2015,10:00 AM,11:30 AM,>Girls U11 B>Bow,Gosling Field,Game,>Girls U11 B>Bedford,,,,,5183152,,
,05/16/2015,10:00 AM,11:15 AM,>Boys U11 B1>ORYA White,little river park,Game,>Boys U11 B1>Londonderry Boys U11 Lynx,,,,,5187410,,
,05/16/2015,10:30 AM,11:45 AM,>Girls U15 A>Amherst U15A - Gold,Souhegan HS,Game,>Girls U15 A>Concord Crush Orange,,,,,5182964,,
,05/16/2015,11:00 AM,12:15 PM,>Boys U15 B>Rattlers U15B,East Road Fields,Game,>Boys U15 B>Pelham Outlaws,,,,,5293417,,
,05/16/2015,11:00 AM,12:15 PM,>Boys U13 B1>Seacoast,Greenland Field,Game,>Boys U13 B1>Hopkinton U13 Boys,,,,,5200177,,
,05/16/2015,11:30 AM,1:00 PM,>Girls U13 B>Bow,Gosling Field,Game,>Girls U13 B>Amherst U13B - Black,,,,,5183009,,
,05/16/2015,12:00 PM,1:15 PM,>Girls U15 B>Hanover,Sachem Field,Game,>Girls U15 B>Goffstown,,,,,5182863,,
,05/16/2015,12:15 PM,1:30 PM,>Boys U15 B>Seacoast,Greenland Field,Game,>Boys U15 B>Keene Crush,Time change,,,,5200263,,
,05/16/2015,1:00 PM,2:15 PM,>Boys U13 C>Bedford,Bedford HS,Game,>Boys U13 C>Derry U13C,NHYLA game rescheduled from 4/26,,,,5211060,,
,05/16/2015,1:00 PM,2:15 PM,>Girls U9 B>Bow,Gosling Field,Game,>Girls U9 B>Amherst U9B - Gold,,,,,5187797,,
,05/16/2015,2:00 PM,3:15 PM,>Boys U13 A>Rattlers U13A,East Road Fields,Game,>Boys U13 B1>Keene Crush Orange,,,,,5200174,,
,05/16/2015,2:00 PM,3:15 PM,>Boys U15 B>Black Bear,Laconia HS,Game,>Boys U15 B>Laconia Sachems,,,,,5404681,,
,05/16/2015,2:30 PM,3:45 PM,>Girls U13 B>Bow,Gosling Field,Game,>Girls U13 B>Black Bear,,,,,5182984,,
,05/16/2015,3:45 PM,5:00 PM,>Boys U13 B1>Hollis Brookline,Nichols Field,Game,>Boys U13 B1>JSG U13B,,,,,5373940,,
,05/16/2015,4:00 PM,5:15 PM,>Boys U11 B1>Salem Snipers,Salem HS,Game,>Boys U11 B1>ORYA White,,,,,5187404,,
,05/16/2015,4:00 PM,5:15 PM,>Boys U15 B>Exeter,Sawyer Field,Game,>Boys U15 B>Bow,,,,,5200266,,
,05/17/2015,8:00 AM,9:15 AM,>Girls U15 B>MYL Girls U15B Junior Tomahawks,Bishop,Game,>Girls U15 B>Hopkinton U15 Girls,,,,,5182914,,
,05/17/2015,8:00 AM,9:15 AM,>Girls U13 B>Merrimack Valley Blue Storm,Penacook Elem,Game,>Girls U13 B>Goffstown,,,,,5183044,,
,05/17/2015,8:00 AM,9:15 AM,>Boys U9 A>Amherst U9A - Black,Middle Bean,Game,>Boys U9 A>Bedford,,,,,5187863,,
,05/17/2015,8:00 AM,9:15 AM,>Girls U11 B>Bedford,Bedford HS,Game,>Girls U11 B>Windham U11 Syracuse,,,,,5183159,,
,05/17/2015,8:00 AM,9:15 AM,>Boys U9 B>Hopkinton U9 boys,Houston Field #1,Game,>Boys U9 B>Nashua - White,,,,,5208220,,
,05/17/2015,8:00 AM,9:15 AM,>Boys U9 B>Derry U9B - White,Humphrey Field,Game,>Boys U9 B>Rattlers U9 White,,,,,5208215,,
,05/17/2015,8:00 AM,9:15 AM,>Girls U15 A>Concord Crush Orange,Martin Field,Game,>Girls U15 A>Bedford,,,,,5182960,,
,05/17/2015,8:00 AM,9:15 AM,>Boys U11 C>Concord Crush White,Memorial Field,Game,>Boys U11 C>Cocheco,,,,,5200921,,
,05/17/2015,8:00 AM,9:15 AM,>Boys U15 A>Amherst U15A - Gold,Souhegan HS,Game,>Boys U15 A>Cocheco,,,,,5182181,,
,05/17/2015,8:00 AM,9:15 AM,>Boys U15 B>ORYA Red,little river park,Game,>Boys U15 B>Hampton Lacrosse - Hounds ,,,,,5200292,,
,05/17/2015,8:00 AM,9:15 AM,>Girls U15 B>Abenaki-Wolfeboro,The Nick,Game,>Girls U15 B>Goffstown,,,,,5182911,,
,05/17/2015,8:00 AM,9:15 AM,>Girls U15 B>Londonderry Girls U15,West Road Field #2,Game,>Girls U15 B>JSG U15G,,,,,5182912,,
,05/17/2015,8:30 AM,9:45 AM,>Boys U15 A>Salem Snipers,Salem HS,Game,>Boys U15 A>Derry U15A,,,,,5182178,,
,05/17/2015,8:45 AM,10:00 AM,>Girls U15 A>Derry,E. Derry Memorial School,Game,>Girls U15 A>Amherst U15A - Gold,,,,,5182958,,
,05/17/2015,9:00 AM,10:15 AM,>Boys U11 B2>Hampstead,Depot Road Field,Game,>Boys U11 B2>Seacoast,,,,,5200987,,
,05/17/2015,9:00 AM,10:15 AM,>Boys U13 B1>Keene Crush Orange,Keene HS,Game,>Boys U13 B1>Londonderry Boys U13 Hawks,,,,,5200198,,
,05/17/2015,9:00 AM,10:15 AM,>Girls U13 B>Pelham Lady Outlaws,Muldoon Park,Game,>Girls U13 B>Cocheco,,,,,5183035,,
,05/17/2015,9:00 AM,10:15 AM,>Boys U9 B>Hampstead Red,Phanzone,Game,>Boys U9 B>Rattlers U9 Maroon,,,,,5208217,,
,05/17/2015,9:00 AM,10:15 AM,>Boys U11 A>Seacoast,Portsmouth High,Game,>Boys U11 A>Derry U11A,,,,,5182674,,
,05/17/2015,9:00 AM,10:15 AM,>Boys U15 B>Black Bear,Coe-Brown Lower,Game,>Boys U15 B>Concord Crush Orange,,,,,5200295,,
,05/17/2015,9:15 AM,10:30 AM,>Girls U13 A>Londonderry Girls U13,West Road Field #2,Game,>Girls U13 A>Lakes Region Lacrosse Club,,,,,5183100,,
,05/17/2015,9:15 AM,10:30 AM,>Boys U13 A>Nashua - White,Stellos Stadium,Game,>Boys U13 A>Londonderry Boys U13 Falcons,,,,,5187273,,
,05/17/2015,9:15 AM,10:30 AM,>Boys U13 B2>MYL Boys U13B Junior Tomahawks,Reeds Ferry 3,Game,>Boys U13 B2>Hooksett,,,,,5194148,,
,05/17/2015,9:15 AM,10:30 AM,>Girls U9 B>Windham U9 Harvard,Searles School,Game,>Girls U9 B>Concord Crush Black,,,,,5187809,,
,05/17/2015,9:15 AM,10:30 AM,>Girls U13 B>Abenaki-Wolfeboro,The Nick,Game,>Girls U13 B>Bedford,,,,,5183041,,
,05/17/2015,9:15 AM,10:30 AM,>Boys U11 B1>Londonderry Boys U11 Lynx,West Road Field #1,Game,>Boys U11 B1>JSG U11B,,,,,5187433,,
,05/17/2015,9:15 AM,10:30 AM,>Boys U13 A>ORYA Red,little river park,Game,>Boys U13 A>Hooksett,,,,,5187275,,
,05/17/2015,9:15 AM,10:30 AM,>Boys U13 B2>MPAL U13 Blue,Laconia HS,Game,>Boys U13 B2>Laconia Sachems,,,,,5194146,,
,05/17/2015,9:15 AM,10:30 AM,>Boys U9 B>Derry U9B - Red,Humphrey Field,Game,>Boys U9 B>Salem Snipers,,,,,5208213,,
,05/17/2015,9:15 AM,10:30 AM,>Boys U11 B2>Concord Crush Black,Memorial Field,Game,>Boys U11 B2>Bedford,,,,,5200983,,
,05/17/2015,9:15 AM,10:30 AM,>Girls U11 A>Concord Crush Orange,Martin Field,Game,>Girls U11 A>Windham U11 Hopkins,,,,,5183212,,
,05/17/2015,9:15 AM,10:30 AM,>Boys U9 B>Litchfield U9,LLA - Sawmill Brook,Game,>Boys U9 B>Londonderry Boys U9 Jaguars,,,,,5208223,,
,05/17/2015,9:15 AM,10:30 AM,>Girls U11 B>Merrimack Valley Blue Storm,Penacook Elem,Game,>Girls U11 B>Hampton Lacrosse - Green,,,,,5183157,,
,05/17/2015,9:15 AM,10:30 AM,>Girls U13 B>MYL Girls U13B Junior Tomahawks,Bishop,Game,>Girls U13 B>Derry,,,,,5183036,,
,05/17/2015,9:15 AM,10:30 AM,>Boys U13 B2>Plymouth Youth Lacrosse,Bridge Road,Game,>Boys U13 B2>Concord Crush Black,,,,,5194147,,
,05/17/2015,9:15 AM,10:30 AM,>Girls U13 A>Bedford,Bedford HS,Game,>Girls U13 A>Hopkinton U13 Girls,,,,,5183099,,
,05/17/2015,9:15 AM,10:30 AM,>Boys U9 A>Amherst U9A - Gold,Middle Bean,Game,>Boys U9 A>Windham U9 Cornell,,,,,5187867,,
,05/17/2015,9:15 AM,10:30 AM,>Girls U13 B>Amherst U13B - Black,Lower Bean,Game,>Girls U13 B>Windham U13 Virginia,,,,,5183039,,
,05/17/2015,9:30 AM,10:45 AM,>Boys U13 B1>Cocheco,Bellamy 3,Game,>Boys U13 B1>Bedford,,,,,5200197,,
,05/17/2015,9:30 AM,10:45 AM,>Boys U9 B>Bow,Gosling Field,Game,>Boys U9 B>Abenaki-Wolfeboro,,,,,5208224,,
,05/17/2015,9:30 AM,10:45 AM,>Boys U13 C>Exeter,Sawyer Field,Game,>Boys U13 C>Pelham Outlaws,,,,,5211085,,
,05/17/2015,10:00 AM,11:30 AM,>Boys U13 B1>JSG U13B,Bolton Field,Game,>Boys U13 B1>Nashua - Purple,,,,,5200200,,
,05/17/2015,10:00 AM,11:15 AM,>Boys U9 B>Hooksett,Donati Field,Game,>Boys U9 B>Pelham Outlaws,,,,,5200982,,
,05/17/2015,10:00 AM,11:15 AM,>Girls U11 B>Lakes Region Lacrosse Club,New Hampton School Turf,Game,>Girls U11 B>Hollis Brookline,,,,,5183164,,
,05/17/2015,10:00 AM,11:15 AM,>Boys U13 B2>Abenaki-Wolfeboro,The Nick,Game,>Boys U13 B2>Cocheco,,,,,5194145,,
,05/17/2015,10:00 AM,11:15 AM,>Girls U15 B>Cocheco,Dover Fisk Field,Game,>Girls U15 B>Plymouth Youth Lacrosse,,,,,5182909,,
,05/17/2015,10:00 AM,11:15 AM,>Boys U11 B1>Lakes Region Lacrosse Club,LRLC The Meadows,Game,>Boys U11 B1>Keene Crush Orange,,,,,5187431,,
,05/17/2015,10:15 AM,11:30 AM,>Girls U11 B>Pelham Lady Outlaws,Muldoon Park,Game,>Girls U11 B>Concord Crush Black,,,,,5183163,,
,05/17/2015,10:15 AM,11:30 AM,>Boys U13 A>Seacoast,Portsmouth High,Game,>Boys U13 A>Derry U13A,,,,,5187276,,
,05/17/2015,10:15 AM,11:30 AM,>Boys U13 B1>Hampstead,Depot Road Field,Game,>Boys U13 B1>Seacoast,,,,,5200201,,
,05/17/2015,10:15 AM,11:30 AM,>Boys U13 C>Black Bear,Coe-Brown Lower,Game,>Boys U13 C>Bedford,,,,,5211080,,
,05/17/2015,10:15 AM,11:30 AM,>Girls U13 B>Keene Crush,Keene HS girls field,Game,>Girls U13 B>Hampton Lacrosse - Blue,,,,,5183042,,
,05/17/2015,10:30 AM,11:45 AM,>Girls U9 B>Nashua - White,Fairgrounds JrH,Game,>Girls U9 B>Derry,,,,,5187803,,
,05/17/2015,10:30 AM,11:45 AM,>Girls U13 B>Plymouth Youth Lacrosse,Bridge Road,Game,>Girls U13 B>Bow,,,,,5183045,,
,05/17/2015,10:30 AM,11:45 AM,>Girls U11 B>MYL Girls U11B Junior Tomahawks,Bishop,Game,>Girls U11 B>Derry,,,,,5183165,,
,05/17/2015,10:30 AM,11:45 AM,>Girls U11 B>Amherst U11B - Black,Lower Bean,Game,>Girls U11 B>Bow,,,,,5183161,,
,05/17/2015,10:30 AM,11:45 AM,>Girls U9 B>Amherst U9B - Gold,Middle Bean,Game,>Girls U9 B>Windham U9 Yale,,,,,5187805,,
,05/17/2015,10:30 AM,11:45 AM,>Boys U11 A>Bedford,Bedford HS,Game,>Boys U11 A>Windham U11A North Carolina,,,,,5182675,,
,05/17/2015,10:30 AM,11:45 AM,>Boys U11 C>Derry U11C,Humphrey Field,Game,>Boys U11 C>Black Bear,,,,,5200923,,
,05/17/2015,10:30 AM,11:45 AM,>Boys U15 B>Keene Crush,Keene HS,Game,>Boys U15 B>Hopkinton U15 Boys,,,,,5200296,,
,05/17/2015,10:30 AM,11:45 AM,>Boys U15 C>Litchfield U15,LLA - Sawmill Brook,Game,>Boys U15 C>Peterborough,,,,,5200349,,
,05/17/2015,10:30 AM,11:45 AM,>Boys U15 B>Laconia Sachems,Laconia HS,Game,>Boys U15 B>Hooksett,,,,,5200298,,
,05/17/2015,10:30 AM,11:45 AM,>Boys U9 B>Concord Crush Black,Memorial Field,Game,>Boys U9 B>Windham U9 Navy,,,,,5208226,,
,05/17/2015,10:30 AM,11:45 AM,>Boys U9 B>Hampstead White,Phanzone,Game,>Boys U9 B>Peterborough,,,,,5208219,,
,05/17/2015,10:30 AM,11:45 AM,>Boys U11 B2>Merrimack Valley Blue Storm,Boscawen Elementary ,Game,>Boys U11 B2>MYL Boys U11B Junior Tomahawks,,,,,5200984,,
,05/17/2015,10:30 AM,11:45 AM,>Boys U13 A>Amherst U13A - Gold,Souhegan HS,Game,>Boys U13 A>Concord Crush Orange,,,,,5187274,,
,05/17/2015,10:30 AM,11:45 AM,>Boys U15 B>Nashua,Stellos Stadium,Game,>Boys U15 B>Hanover,,,,,5200291,,
,05/17/2015,10:30 AM,11:45 AM,>Girls U13 B>ORYA White,little river park,Game,>Girls U13 B>Concord Crush Orange,,,,,5183037,,
,05/17/2015,10:30 AM,11:45 AM,>Boys U11 A>Londonderry Boys U11 Razors,West Road Field #1,Game,>Boys U11 A>Hampstead,,,,,5182676,,
,05/17/2015,10:45 AM,12:00 PM,>Boys U15 C>Cocheco,Bellamy 3,Game,>Boys U15 C>Bedford,,,,,5200348,,
,05/17/2015,11:00 AM,12:15 PM,>Boys U11 B2>Goffstown Hansen,Laurier St Field,Game,>Boys U11 B2>Amherst U11B - Black,,,,,5200985,,
,05/17/2015,11:00 AM,12:15 PM,>Boys U15 B>Bow,Gosling Field,Game,>Boys U15 B>Seacoast,,,,,5200293,,
,05/17/2015,11:00 AM,12:15 PM,>Boys U15 B>Hampton Lacrosse - Hounds ,North Hampton School,Game,>Boys U15 B>Rattlers U15B,Proposed Change waiting for confirmation,,,,5200259,,
,05/17/2015,11:00 AM,11:55 AM,>Boys U9 B>Hudson Hawks White,Presentation of Mary,Game,>Boys U9 B>MYL Boys U9B Junior Tomahawks 1,,,,,5208216,,
,05/17/2015,11:00 AM,11:55 AM,>Boys U9 B>Hudson Hawks Maroon,Presentation of Mary,Game,>Boys U9 B>MYL Boys U9B Junior Tomahawks 2,,,,,5208218,,
,05/17/2015,11:00 AM,12:15 PM,>Boys U13 B1>Exeter,Sawyer Field,Game,>Boys U13 B1>Amherst U13B - Black,,,,,5200199,,
,05/17/2015,11:15 AM,12:30 PM,>Boys U9 A>Lakes Region Lacrosse Club,LRLC The Meadows,Game,>Boys U9 A>JSG U9 Boys,Had to adjust time of game after NHYLA changed schedule,,,,5187864,,
,05/17/2015,11:15 AM,12:30 PM,>Girls U15 B>Lakes Region Lacrosse Club,New Hampton School Turf,Game,>Girls U15 B>Laconia Sachems,,,,,5182910,,
,05/17/2015,11:15 AM,12:30 PM,>Boys U11 B2>Hooksett,Donati Field,Game,>Boys U11 B2>Rattlers U11 Maroon,,,,,5208221,,
,05/17/2015,11:30 AM,1:00 PM,>Boys U15 B>JSG U15B,Bolton Field,Game,>Boys U15 B>Hudson Hawks Maroon,,,,,5200294,,
,05/17/2015,11:30 AM,12:45 PM,>Boys U15 A>Hampstead,Depot Road Field,Game,>Boys U15 A>Merrimack Valley Blue Storm,,,,,5182180,,
,05/17/2015,11:30 AM,12:45 PM,>Girls U15 B>Pelham Lady Outlaws,Muldoon Park,Game,>Girls U15 B>Hampton Lacrosse -White,,,,,5182915,,
,05/17/2015,11:30 AM,12:45 PM,>Girls U11 A>Seacoast - Smith,Portsmouth High,Game,>Girls U11 A>Laconia Sachems,,,,,5183211,,
,05/17/2015,11:30 AM,12:45 PM,>Boys U9 B>Black Bear,Coe-Brown Lower,Game,>Boys U9 B>Antrim U9 Boys,,,,,5208222,,
,05/17/2015,11:30 AM,12:45 PM,>Boys U9 A>Pelham Outlaws,Muldoon Park U9 Field,Game,>Boys U9 A>Derry U9A,U9 Field is next to the playground in the back of the park,,,,5187866,,
,05/17/2015,11:45 AM,1:00 PM,>Boys U13 B2>Peterborough,Dublin School Boys Field,Game,>Boys U13 B2>Exeter,,,,,5194149,,
,05/17/2015,11:45 AM,1:00 PM,>Girls U11 B>Keene Crush,Keene HS girls field,Game,>Girls U11 B>JSG U11G,,,,,5183160,,
,05/17/2015,11:45 AM,1:00 PM,>Boys U11 A>Nashua - Purple,Stellos Stadium,Game,>Boys U11 A>Exeter - Blue,,,,,5182673,,
,05/17/2015,11:45 AM,1:00 PM,>Boys U11 A>Amherst U11A - Gold,Souhegan HS,Game,>Boys U11 A>Cocheco,,,,,5182672,,
,05/17/2015,11:45 AM,1:00 PM,>Boys U11 B2>Londonderry Boys U11 Huskies,West Road Field #1,Game,>Boys U11 B2>Peterborough,,,,,5200986,,
,05/17/2015,11:45 AM,1:00 PM,>Boys U13 A>Bedford,Bedford HS,Game,>Boys U13 A>Windham U13A,,,,,5187278,,
,05/17/2015,11:45 AM,1:00 PM,>Girls U9 B>Amherst U9B - Black,Middle Bean,Game,>Girls U9 B>Bow,,,,,5187807,,
,05/17/2015,11:45 AM,1:00 PM,>Boys U9 A>Rattlers U9 Black,East Road Fields,Game,>Boys U9 A>Concord Crush Orange,,,,,5187865,,
,05/17/2015,11:45 AM,1:00 PM,>Girls U9 B>Nashua - Purple,Fairgrounds JrH,Game,>Girls U9 B>Hampstead,,,,,5187804,,
,05/17/2015,11:45 AM,1:00 PM,>Boys U11 B2>Laconia Sachems,Laconia HS,Game,>Boys U11 B2>Plymouth Youth Lacrosse,,,,,5200988,,
,05/17/2015,11:45 AM,1:00 PM,>Boys U13 C>Concord Crush White,Memorial Field,Game,>Boys U13 C>Salem,,,,,5211084,,
,05/17/2015,11:45 AM,1:00 PM,>Boys U11 B1>Concord Crush Orange,Memorial Field,Game,>Boys U11 B1>Salem Snipers,,,,,5187436,,
,05/17/2015,12:00 PM,1:15 PM,>Boys U9 B>Keene Crush,Keene HS,Game,>Boys U9 B>MPAL U9 White,,,,,5208214,,
,05/17/2015,12:00 PM,1:15 PM,>Boys U13 B1>Cocheco,Bellamy 3,Game,>Boys U13 B1>Hollis Brookline,Reschedule of Game from 4/12,,,,5200159,,
,05/17/2015,12:00 PM,1:15 PM,>Girls U15 A>Hampton Lacrosse - Red,Winnacunnet High School ,Game,>Girls U15 A>Seacoast,,,,,5182957,,
,05/17/2015,12:00 PM,12:55 PM,>Boys U11 C>Hudson Hawks Maroon,Presentation of Mary,Game,>Boys U11 C>Litchfield U11,,,,,5200922,,
,05/17/2015,12:00 PM,1:15 PM,>Girls U15 B>Peterborough,Dublin School Girls Fld,Game,>Girls U15 B>Hampstead,,,,,5182913,,
,05/17/2015,12:15 PM,1:30 PM,>Girls U9 B>MYL Girls U9B Junior Tomahawks,Reeds 4,Game,>Girls U9 B>Hopkinton U9 Girls,,,,,5187802,,
,05/17/2015,12:15 PM,1:30 PM,>Boys U11 C>Goffstown Maroon,Laurier St Field,Game,>Boys U11 C>Nashua - White,,,,,5200926,,
,05/17/2015,12:30 PM,1:45 PM,>Boys U13 B2>Bow,Gosling Field,Game,>Boys U13 B2>Windham U13B ,,,,,5194143,,
,05/17/2015,12:30 PM,1:45 PM,>Boys U15 C>Lakes Region Lacrosse Club,LRLC The Meadows,Game,>Boys U15 C>MYL Boys U15B Junior Tomahawks,,,,,5200351,,
,05/17/2015,12:30 PM,1:45 PM,>Boys U11 C>Exeter - White,Sawyer Field,Game,>Boys U11 C>Rattlers U11 White,,,,,5200920,,
,05/17/2015,12:45 PM,2:00 PM,>Girls U9 B>Pelham Lady Outlaws,Muldoon Park U9 Field,Game,>Girls U9 B>Concord Crush Orange,U9 Field is next to playground in the back of the park,,,,5187811,,
,05/17/2015,12:45 PM,2:00 PM,>Boys U15 B>Pelham Outlaws,Muldoon Park,Game,>Boys U15 B>Goffstown,,,,,5200290,,
,05/17/2015,12:45 PM,2:00 PM,>Girls U13 A>Seacoast,Portsmouth High,Game,>Girls U13 A>Hampstead,,,,,5183098,,
,05/17/2015,12:45 PM,2:00 PM,>Girls U11 B>Hampstead,Depot Road Field,Game,>Girls U11 B>Hopkinton U11 Girls,,,,,5183162,,
,05/17/2015,1:00 PM,2:15 PM,>Boys U15 A>Bedford,Bedford HS,Game,>Boys U15 A>Windham U15,,,,,5182179,,
,05/17/2015,1:00 PM,2:15 PM,>Girls U13 A>Amherst U13A - Gold,Lower Bean,Game,>Girls U13 A>Exeter,,,,,5183096,,
,05/17/2015,1:00 PM,2:15 PM,>Boys U13 C>Derry U13C,Humphrey Field,Game,>Boys U13 C>Rattlers U13C,,,,,5211079,,
,05/17/2015,1:00 PM,2:15 PM,>Boys U9 B>Laconia Sachems,Laconia HS,Game,>Boys U9 B>MPAL U9,,,,,5208227,,
,05/17/2015,1:00 PM,2:15 PM,>Boys U9 A>MPAL U9 Blue,Memorial HS,Game,>Boys U9 A>Milford U9A - Blue,,,,,5187862,,
,05/17/2015,1:00 PM,2:15 PM,>Boys U11 B1>ORYA White,little river park,Game,>Boys U11 B1>Hopkinton U11 Boys,,,,,5187435,,
,05/17/2015,1:00 PM,2:15 PM,>Boys U11 C>Hampton Lacrosse - White,North Hampton School,Game,>Boys U11 C>MPAL U11 Blue,,,,,5200924,,
,05/17/2015,1:00 PM,2:15 PM,>Girls U13 A>Nashua - Purple,Stellos Stadium,Game,>Girls U13 A>Hollis Brookline,,,,,5183097,,
,05/17/2015,1:00 PM,1:55 PM,>Boys U15 C>Hudson Hawks White,Presentation of Mary,Game,>Boys U15 C>Plymouth Youth Lacrosse,,,,,5200352,,
,05/17/2015,1:00 PM,2:15 PM,>Girls U9 B>MPAL U9 Blue,Memorial HS,Game,>Girls U9 B>Lakes Region Lacrosse Club,,,,,5187808,,
,05/17/2015,1:00 PM,2:15 PM,>Boys U15 B>MPAL U15 Blue,Memorial HS,Game,>Boys U15 B>Exeter,,,,,5200299,,
,05/17/2015,1:00 PM,2:15 PM,>Boys U9 B>Nashua - Purple,Fairgrounds JrH,Game,>Boys U9 B>Merrimack Valley Blue Storm,,,,,5208225,,
,05/17/2015,1:00 PM,2:15 PM,>Girls U13 B>JSG U13G,Bolton Field,Game,>Girls U13 B>Windham U13 Duke,,,,,5183040,,
,05/17/2015,1:00 PM,2:15 PM,>Boys U13 B2>Londonderry Boys U13 Ravens,West Road Field #1,Game,>Boys U13 B2>Litchfield U13,,,,,5194144,,
,05/17/2015,1:15 PM,2:30 PM,>Boys U13 C>Cocheco,Bellamy 3,Game,>Boys U13 C>Amherst U13C - White,,,,,5211082,,
,05/17/2015,1:30 PM,2:45 PM,>Boys U13 C>Goffstown,Laurier St Field,Game,>Boys U13 C>Nashua - Black,,,,,5211083,,
,05/17/2015,2:00 PM,3:15 PM,>Boys U11 B1>Bow,Gosling Field,Game,>Boys U11 B1>Hampton Lacrosse - Hounds,,,,,5187432,,
,05/17/2015,2:00 PM,3:15 PM,>Girls U11 A>Seacoast - Roelofs,Portsmouth High,Game,>Girls U11 A>Hollis Brookline,Time Change,,,,5183210,,
,05/17/2015,2:00 PM,3:15 PM,>Boys U11 B1>Pelham Outlaws,Muldoon Park,Game,>Boys U11 B1>Hollis Brookline,,,,,5187434,,
,05/17/2015,2:00 PM,3:15 PM,>Boys U15 C>Hanover,Sachem Field,Game,>Boys U15 C>Abenaki-Wolfeboro,,,,,5200350,,
,05/17/2015,2:00 PM,3:15 PM,>Boys U11 C>Exeter - Grey,Sawyer Field,Game,>Boys U11 C>Windham U11C Princeton,,,,,5200925,,
,05/17/2015,2:15 PM,3:30 PM,>Boys U15 B>Londonderry Boys U15 Warriors,West Road Field #1,Game,>Boys U15 B>Hollis Brookline,,,,,5200289,,
,05/17/2015,2:15 PM,3:30 PM,>Girls U15 B>Nashua,Stellos Stadium,Game,>Girls U15 B>Hollis Brookline,,,,,5182907,,
,05/17/2015,2:15 PM,3:30 PM,>Boys U13 B1>Hampton Lacrosse - Rip Tide,North Hampton School,Game,>Boys U13 B1>Salem Snipers,,,,,5200196,,
,05/17/2015,2:15 PM,3:30 PM,>Girls U13 B>MPAL U13,Memorial HS,Game,>Girls U13 B>Exeter,,,,,5183034,,
,05/17/2015,2:30 PM,4:00 PM,>Boys U13 A>ORYA Red,Pennichuck MS,Game,>Boys U13 A>Nashua - White,,,,,5187263,,
,05/17/2015,2:30 PM,3:45 PM,>Girls U11 A>Amherst U11A - Gold,Souhegan HS,Game,>Girls U11 A>Exeter,,,,,5183209,,
,05/17/2015,3:00 PM,4:15 PM,>Girls U15 B>ORYA White,little river park,Game,>Girls U15 B>Hanover, ,,,,5182908,,
,05/17/2015,3:15 PM,4:30 PM,>Girls U13 B>Seacoast,Portsmouth High,Game,>Girls U13 B>Black Bear,,,,,5183043,,
,05/17/2015,3:15 PM,4:30 PM,>Boys U13 A>Pelham Outlaws,Muldoon Park,Game,>Boys U13 A>Rattlers U13A,,,,,5187277,,
,05/17/2015,3:30 PM,4:45 PM,>Girls U11 B>MPAL U11 Blue,Memorial HS,Game,>Girls U11 B>Goffstown,,,,,5183158,,
,05/17/2015,3:30 PM,4:45 PM,>Boys U13 C>Hampton Lacrosse - Warriors,North Hampton School,Game,>Boys U13 C>Merrimack Valley Blue Storm,,,,,5211081,,
,05/17/2015,3:30 PM,4:45 PM,>Girls U11 A>Nashua ,Stellos Stadium,Game,>Girls U11 A>Londonderry U11 Girls,,,,,5183213,,
,05/17/2015,4:45 PM,6:00 PM,>Girls U13 B>Nashua - White,Stellos Stadium,Game,>Girls U13 B>CONVAL LYNX,,,,,5183038,,
,05/17/2015,4:45 PM,6:00 PM,>Girls U9 B>MPAL U9 White,Memorial HS,Game,>Girls U9 B>JSG U9G,,,,,5187810,,
,05/17/2015,5:30 PM,6:45 PM,>Girls U15 A>Exeter,Sawyer Field,Game,>Girls U15 A>Windham U15 Cornell,,,,,5182959,,
,05/19/2015,6:00 PM,7:15 PM,>Girls U9 B>Londonderry U9 Cobras,Matthew Thornton,Game,>Girls U9 B>Pelham Lady Outlaws,,,,,5307994,,
,05/20/2015,5:30 PM,6:45 PM,>Girls U15 A>Concord Crush Orange,Martin Field,Game,>Girls U15 A>ORYA Red,April 12 game (then May 8th) rescheduled,,,,5182938,,
,05/21/2015,6:00 PM,7:15 PM,>Girls U11 A>Hollis Brookline,Hollis Middle,Game,>Girls U11 A>Concord Crush Orange,reschedule from 4/26,,,,5183198,,
,05/23/2015,10:30 AM,11:45 AM,>Girls U11 A>Concord Crush Orange,Martin Field,Game,>Girls U11 A>Seacoast - Roelofs,,,,,5276833,,
,05/27/2015,6:00 PM,7:15 PM,>Boys U13 A>Hooksett,Donati Field,Game,>Boys U13 A>Concord Crush Orange,,,,,5187243,,
,05/27/2015,7:15 PM,8:30 PM,>Boys U15 B>Hooksett,Donati Field,Game,>Boys U15 B>ORYA Red,Game was reschedule,,,,5200260,,
